experiment_label,tolerance,enhancements,experiment_name,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,bab2,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,1338.455450128,100003.0,-5.81548182254526e6,-4.985145748389521e6,0.07687849542296361,82.36654773754753,1.6542273466214006,0.0,0.0,0.1720625157323063,0.0358729281107172,0.0,0.0,1.0,104.9454137322843,201.4139897840235
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,bab3,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,2656.391408667,100004.0,-5.737129238753684e6,-4.955819429877947e6,0.0730677533410405,78.8286881264198,2.5721273295007214,0.0,0.0,0.16467197865482647,0.05577814861496662,0.0,0.0,1.0,124.22919516768697,343.7979890608586
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,bab5,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,106.922802312,100001.0,-1.6391695783601254e6,-1.1978373185223988e6,0.1555625771513323,37.70221656809789,1.6035069164682805,0.0,0.0,0.15455951618717317,0.03478323029215359,0.0,0.0,1.0,50.91995469947788,485.4987872045519
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,bab6,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,920.545097013,100003.0,-4.3569061809653975e6,-3.80793028607108e6,0.06723659804750222,61.40054722142768,1.2971832171058755,0.0,0.0,0.14432540999698634,0.02813020857665582,0.0,0.0,1.0,99.27877263714426,186.86166350654565
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,blp-ar98,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,101.049596993,100001.0,16.288807148251763,24053.09111520096,0.9986050235017135,112.84155933007992,30.000000000016662,18.339221814466477,18.339221814466477,3.614875623858739,15.000000000008331,9.169610907233238,9.169610907233238,30.000000000016662,116.01016349183178,55.44140464947837
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,blp-ic97,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,65.413174901,100000.0,8.520481079520668,16273.722197952256,0.9988920534739514,91.16374135319614,39.9999999999928,9.705241763510056,9.705241763510056,3.0564094792530354,19.9999999999964,4.852620881755028,4.852620881755028,39.9999999999928,92.242099552592,77.58430857874428
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,blp-ic98,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,93.449503679,100001.0,2.222025704216609,10622.916887271384,0.9994876736081638,98.99443166014163,31.740085967507277,5.09398533104164,5.09398533104164,3.80163414432331,15.870042983753638,2.54699266552082,2.54699266552082,32.0,99.30728854952244,34.3913914567849
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,bppc6-02,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,69.368055597,100041.0,8.91916480153621,94.85476194191558,0.8202002140360766,3.218820718664531,1.0,1.2593645814164263,1.2593645814164263,0.588220165788037,0.5,0.6296822907082131,0.6296822907082131,8.91916480153621,8.922524810007188,6.979166931512657
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,bppc6-06,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,61.19438294,100041.0,2.056175912829344,83.45913146439482,0.9409081238841607,4.191317890177153,1.0,0.9425366354151252,0.9425366354151252,0.7659381865956353,0.5,0.4712683177075626,0.4712683177075626,2.056175912829344,2.091637195886941,4.4860980110608
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,brazil3,TERMINATION_REASON_OPTIMAL,25800,35.504604067,27131.0,1.9528542553649726,1.952721957978838,2.6968776017537244e-5,0.003734512530008193,0.00035022637894999153,0.0,0.0,4.4993931559434e-7,3.502263789499915e-7,0.0,0.0,1.9528542553649726,29.919379717423894,4.52217035182208
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,buildingenergy,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,1280.662296664,100003.0,111309.49594732522,-348504.68644309597,0.9999978252131763,446.2471050744461,10.743902874822814,473.37923342926854,8.495000569011443,0.06831932781003912,0.05702678263290966,0.06371392250422842,0.0012869263095002944,53.76209797170201,4342.396258264251,22.83742281893904
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,cdc7-4-3-2,TERMINATION_REASON_OPTIMAL,120,0.7890461,166.0,-380.9999948937114,-381.000008242391,1.749499285296299e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806408379577,3.505755589200026,0.1428571427541258
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,chromaticindex1024-7,TERMINATION_REASON_OPTIMAL,85520,362.937229362,89838.0,3.0000053936218514,2.999828892509817,2.52150415023334e-5,0.00024400101237097882,1.830860620000152e-6,0.0,0.0,1.784144128372945e-6,9.15430310000076e-7,0.0,0.0,0.750001348405463,67.89710281734503,0.031269044794678666
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,chromaticindex512-7,TERMINATION_REASON_OPTIMAL,25080,50.337719872,26376.0,2.999887212655654,2.999533158551465,5.0583346250463346e-5,0.003606632827203425,4.2616138332007836e-5,0.0,0.0,3.7183778329580995e-5,2.1308069166003918e-5,0.0,0.0,0.7499718031639137,48.01902463871365,0.03167173725099007
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,ci-s4,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,77.920138124,100040.0,-0.03318884386689551,-449681.8511818068,0.9999976286006766,4280.930705672892,1105.2989094908278,0.0,0.0,0.0003084223484165391,0.0007473280339166963,0.0,0.0,22125.99999999753,85693.79072186073,1.5511842695282385
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,circ10-3,TERMINATION_REASON_OPTIMAL,4760,8.622242735,5037.0,139.31841806271672,139.34626268370715,9.956431007347358e-5,0.27240326012030086,0.024302884302858097,0.0,0.0,9.265642739202713e-5,0.0007364510394805483,0.0,0.0,1.0,11.273456395074888,1.6105515906074044
"1e-4,vanilla,miplib_improvements_100k",1e-4,vanilla,miplib_improvements_100k,cmflsp40-24-10-7,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,71.833188584,100000.0,0.0,3015.248371429785,0.9996684623158119,23.260546202232497,0.789536428874189,0.0,0.0,0.003978016440252599,0.0006610595126003173,0.0,0.0,0.7416782689791289,21.820437208077845,5.063018367027319
