experiment_label,tolerance,stepsize,experiment_name,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-860300,TERMINATION_REASON_OPTIMAL,72480,48.376365395,76142.0,1666.0612814435617,1665.731965898671,9.881067334535335e-5,0.0018623859962916117,0.0017667547560997754,0.0,0.0,2.9508847305148603e-5,8.833773780498877e-5,0.0,0.0,0.5000014428426487,1.4901976020437513,1180.422207317831
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-872648,TERMINATION_REASON_OPTIMAL,14400,58.933503973,15162.0,3.355691895725663,3.3549835248840543,9.186884455225756e-5,0.0001489374433197284,7.375121284567422e-5,0.0,0.0,9.904269025578949e-5,5.561409528499287e-5,0.0,0.0,0.3262965399101583,1.2745340362069875,9.353401087915016
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-873061,TERMINATION_REASON_OPTIMAL,11680,49.866572689,12306.0,5.528199973963461,5.5272923813280945,7.528457640869021e-5,0.00017219282293327919,7.01316347914732e-5,0.0,0.0,9.315131289981351e-5,4.383227174467074e-5,0.0,0.0,0.32623504562907374,1.0679530335335499,8.68694756092782
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-876808,TERMINATION_REASON_OPTIMAL,36520,532.407735749,38388.0,10029.875259427694,10027.89921430604,9.85127543181167e-5,0.00010376439434823873,0.00010217901564391063,0.0,0.0,5.73664039015696e-6,5.1089507821955316e-5,0.0,0.0,1.0000000000000364,7.2579504880065855,37167.573710812634
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-885086,TERMINATION_REASON_OPTIMAL,1040,2.229737979,1131.0,-244.32980823142353,-244.35114280729456,4.3568318975411e-5,0.28524274579047804,0.049966541807531684,0.0,0.0,5.114369574655425e-6,3.1209582640556955e-5,0.0,0.0,0.5126139973540843,11.143445943531905,1.000061610190207
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-885524,TERMINATION_REASON_OPTIMAL,160,1.354075718,209.0,11754.888693405275,11754.13017460845,3.2263640496572384e-5,0.0006857777383937015,0.0006622654646548654,0.0,0.0,3.884689673101721e-8,1.226190454832189e-7,0.0,0.0,0.02589725555259317,0.8863272864675664,27.71680653250364
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-913984,TERMINATION_REASON_OPTIMAL,120,1.320886152,168.0,999.9999986896732,999.9999524618169,2.3102377569125896e-8,5.401992804538513e-8,2.3232593626687503e-9,0.0,0.0,1.316016560195549e-10,3.195680003670908e-11,0.0,0.0,0.023002014755230914,3.8935846990440526,1.0000000028069314
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-932721,TERMINATION_REASON_OPTIMAL,720,1.048017424,796.0,2376.278396550999,2375.803605110465,9.989127904124054e-5,0.008189962531503978,0.00528337137881163,0.0,0.0,7.326624411020262e-5,0.000352224758587442,0.0,0.0,0.500116518653293,8.816277788600727,13.000204920548969
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-933638,TERMINATION_REASON_OPTIMAL,1400,2.216958947,1510.0,275.99999414598034,275.984489837045,2.8037511692350698e-5,0.0007281479671714668,0.00045864998285805036,0.0,0.0,6.4283143580940415e-6,3.057666552387002e-5,0.0,0.0,0.529511878318053,9.39632123560697,153.21892027639115
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-933966,TERMINATION_REASON_OPTIMAL,1040,1.776178759,1132.0,318.0000740122118,317.989756393146,1.619746277461933e-5,0.0002734426835479729,0.00020228351182116633,0.0,0.0,2.4379252916958955e-6,1.3485567454744422e-5,0.0,0.0,0.532868992251965,9.187276235148031,120.81471009694242
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-941313,TERMINATION_REASON_OPTIMAL,10440,79.698099303,11005.0,9360.932217302196,9359.584984240497,7.196174579203984e-5,5.5289107644743913e-5,2.481911373778019e-6,0.0,0.0,3.2985762270804366e-9,8.108171753603459e-10,0.0,0.0,1.0,8.72991890861811,62.00075039234749
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-948346,TERMINATION_REASON_OPTIMAL,240,2.99861071,294.0,-229.94945508295018,-229.98100010644632,6.843770712259448e-5,6.053189654531247e-5,5.513523195659932e-6,0.0,0.0,4.738367404292123e-8,5.1528254165046095e-8,0.0,0.0,0.017505299477616743,1.2463170122442278,1.0000006310168343
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-950242,TERMINATION_REASON_OPTIMAL,600,1.235982096,669.0,0.9987266153169312,0.9984777639122258,8.302783968620506e-5,0.006608044640592824,0.001766468695082457,0.0,0.0,3.781244641362699e-5,0.0008832343475412285,0.0,0.0,0.9239962527704109,5.354562206298815,0.0417031941636521
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-953928,TERMINATION_REASON_OPTIMAL,1360,4.894256061,1469.0,-99.92093762438014,-99.92350192560019,1.2767598773425109e-5,0.001316908343707186,0.0001904373439272078,0.0,0.0,1.565333350106653e-6,3.5266174801334777e-6,0.0,0.0,0.33119240691540497,2.66005544963031,1.0000005661647777
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-954925,TERMINATION_REASON_OPTIMAL,1280,15.3350096,1386.0,-237.83484525113198,-237.82539810207678,1.9819460898912993e-5,0.0009470684070955776,0.00011223580457242477,0.0,0.0,1.1252571799959592e-6,2.0784408254152736e-6,0.0,0.0,0.7270323670986478,6.0511787068126885,0.999259072403324
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-956971,TERMINATION_REASON_OPTIMAL,640,5.329066623,714.0,-237.79534673356756,-237.8085855338776,2.7777362740275563e-5,0.006124081384657457,0.0005626769056706893,0.0,0.0,1.0056017181856862e-5,1.0419942697605358e-5,0.0,0.0,0.8442499802154757,6.730887868640952,0.9999999978873062
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-957143,TERMINATION_REASON_OPTIMAL,1040,8.174671581,1134.0,-237.76939383053417,-237.78315010756356,2.8866233544172937e-5,4.11642114344265e-5,3.092600082615221e-6,0.0,0.0,4.9886511524991313e-8,5.727037190028187e-8,0.0,0.0,0.8932148327140733,7.676521526295661,0.9994429503058979
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-957323,TERMINATION_REASON_OPTIMAL,1080,8.68837879,1176.0,-237.83067710867172,-237.87314669543608,8.909009041598757e-5,0.010030482787857689,0.0023577686155479283,0.0,0.0,1.2155443360648128e-5,4.3662381769406076e-5,0.0,0.0,0.9840317815066121,6.575393223758846,0.9986948940011565
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos-960392,TERMINATION_REASON_OPTIMAL,8360,26.107311241,8820.0,-237.99992437200905,-238.02294268803269,4.825411445263199e-5,1.3419593407943644e-6,6.23645418449531e-8,0.0,0.0,1.609410330537048e-9,6.363728759689093e-10,0.0,0.0,1.000000000000001,12.02395525811143,0.9999534249790435
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos6,TERMINATION_REASON_OPTIMAL,9760,16.872951621,10288.0,83.00200840270372,82.98542341075976,9.931880360004936e-5,0.00012818422283309404,3.656809629681845e-5,0.0,0.0,4.792042797900495e-7,4.5145797897306734e-7,0.0,0.0,2.9999981127463244,7.524093832990411,3.136958367124954
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos8,TERMINATION_REASON_OPTIMAL,9080,34.303867342,9575.0,-3773.499492050673,-3774.209014744255,9.399259395742426e-5,0.011210619798303482,0.006656101115570141,0.0,0.0,3.7466809807917314e-5,0.002218700371856714,0.0,0.0,11.670474275053952,14.85704423140632,1217.785282761917
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,neos9,TERMINATION_REASON_OPTIMAL,960,5.847695281,1050.0,779.9853795699498,779.9175080573739,4.3482213476533036e-5,0.0015093257930555006,0.00044619310298443793,0.0,0.0,6.492945370315409e-6,1.4393325902723805e-5,0.0,0.0,0.9375009981124833,24.181965199481095,1.6111856794953676
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,netdiversion,TERMINATION_REASON_OPTIMAL,17280,180.234866685,18187.0,230.7077577598393,230.661557238549,9.992125297169281e-5,0.01680155401029487,0.0072697101237745865,0.0,0.0,9.660720177071308e-5,0.0036348550618872932,0.0,0.0,0.999999999999994,49.895096874979316,1948.8515592385781
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,nj1,TERMINATION_REASON_OPTIMAL,0,0.472870142,24.0,0.0,0.0,0.0,24.63736998950984,1.0,0.0,0.0,1.6872797063920401e-7,1.299898217969533e-6,0.0,0.0,0.0,0.0,0.0
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,nj2,TERMINATION_REASON_OPTIMAL,0,0.494009464,24.0,0.0,0.0,0.0,24.63736998950984,1.0,0.0,0.0,1.6873015737400273e-7,1.299898217969533e-6,0.0,0.0,0.0,0.0,0.0
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,nj3,TERMINATION_REASON_OPTIMAL,0,0.478147636,24.0,0.0,0.0,0.0,25.514701644346147,2.0,0.0,0.0,1.7473860341563581e-7,2.599796435939066e-6,0.0,0.0,0.0,0.0,0.0
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1111636,TERMINATION_REASON_OPTIMAL,1800,8.833936467,1932.0,96.25000072659768,96.23444081623039,8.04194396366634e-5,0.0001252584926733401,3.923217306578408e-5,0.0,0.0,4.9133238357551e-9,5.1076908040338604e-9,0.0,0.0,2.125001777928695,60.70603141746996,5.00634731987993
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1116954,TERMINATION_REASON_OPTIMAL,2880,16.446322429,3064.0,0.0,-3.801027530632757e-5,3.800883058021314e-5,4.897019326019663e-8,4.8182634770910227e-8,0.0,0.0,1.3826253256471123e-10,4.380239524628202e-9,0.0,0.0,0.9971191473400497,4.710571495959417,1.4619335819692084e-6
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1430538,TERMINATION_REASON_OPTIMAL,46640,105.607819621,49013.0,73.62165291724317,73.60698306548312,9.896773091642373e-5,7.866365148497147e-5,2.6118284740195286e-5,0.0,0.0,3.1958275723975765e-7,3.146781293999432e-7,0.0,0.0,10.83896770452688,68.90086614169189,9.86188271557763
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1456591,TERMINATION_REASON_OPTIMAL,0,0.236369103,22.0,0.0,0.0,0.0,10.677078252031311,2.0,0.0,0.0,1.8257383882456478e-5,6.666444451851606e-5,0.0,0.0,0.0,0.0,0.0
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1631475,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,217.185185964,100001.0,816.6868188485729,788.2776654167686,0.01768977689740145,0.4022929468894361,0.2685230748375034,0.0,0.0,0.0020354124646649874,0.017901538322500226,0.0,0.0,816.6868200827045,8248.144691280522,11.434920192820398
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1644855,TERMINATION_REASON_OPTIMAL,48080,487.772702265,50525.0,-1524.5680363417978,-1524.3969606007245,5.609105063330452e-5,0.18389301276776418,0.1820092640818691,0.0,0.0,9.130175875431936e-5,0.008667107813422338,0.0,0.0,11.601033768521566,316.84589743780674,2.2551366278767
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1690781,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,137.623085466,100000.0,-1054.79206989071,-1056.2220936637493,0.0006770900487866753,5.792378882252067e-7,4.1418928564684876e-7,0.0,0.0,9.72633292287976e-9,2.0709464282342438e-7,0.0,0.0,0.4566600862717235,3.236257497390407,65.74442427021484
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1760995,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,2775.170532877,100001.0,-1375.6946037386083,-10957.632423654633,0.7768512865465259,9.999183729079212,6.626780396429498,0.0,0.0,0.011870185709564307,0.029252226119309888,0.0,0.0,2090.27102366394,18782.862876467985,262.1175802551924
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1828997,TERMINATION_REASON_OPTIMAL,2480,10.291354903,2645.0,0.0,-2.451985182949038e-5,2.4519250621098185e-5,2.78519143112788e-7,1.567973315630411e-7,0.0,0.0,1.6557582992204064e-9,2.6132888593840182e-8,0.0,0.0,0.20661731967943137,3.8730210918112835,1.2661116089495186e-6
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1830653,TERMINATION_REASON_OPTIMAL,3000,0.771645167,3188.0,6151.514164506147,6152.677457140175,9.453673455857986e-5,0.013268205797676834,0.004769946937349889,0.0,0.0,8.515302733989488e-5,0.0003669189951807607,0.0,0.0,0.9999999999999997,4.30521272423849,975.4259684595629
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1849932,TERMINATION_REASON_OPTIMAL,16080,189.679115634,16927.0,545.9990577944043,545.890655218553,9.918894336780672e-5,0.00020896594493763788,0.00017501703408462355,0.0,0.0,1.6465047326157953e-9,4.902437929541276e-7,0.0,0.0,4.1179619509254,47.31434868904985,14.000004958632507
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1856153,TERMINATION_REASON_OPTIMAL,200,0.812539197,251.0,0.0,-2.6466175844080035e-6,2.646610579841904e-6,5.452305902644139e-6,8.877269799256737e-7,4.533228784719487e-8,1.0417972276521859e-8,1.428852356114383e-10,8.868401397858878e-10,9.560430910432646e-9,5.208986138260929e-9,6.69999954941131,30.157475102157186,0.03213925405975201
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1904248,TERMINATION_REASON_OPTIMAL,320,6.490928549,378.0,0.0,-4.854665673414971e-5,4.854430007067777e-5,0.00015241262729728632,2.1605179698624966e-5,1.6651266510883777e-6,3.826686028642057e-7,2.524258378516975e-8,2.139126702834155e-7,3.511697525285082e-7,1.9133430143210284e-7,6.7000156655986185,31.69186600933077,0.06293717101489892
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1905797,TERMINATION_REASON_OPTIMAL,8400,24.555938046,8861.0,11.74639334366814,11.744426484858831,8.031004364412314e-5,0.05223212122188915,0.02610146700407867,0.0,0.0,3.3201385264331337e-6,0.0002615377455318504,0.0,0.0,10.999999999999982,116.94973726503476,0.2056590787205741
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns1952667,TERMINATION_REASON_OPTIMAL,3160,8.305364167,3358.0,0.0,-5.268793053933688e-5,5.26851546675673e-5,7.920784252667454e-7,5.227864221524214e-7,0.0,0.0,5.979137423220935e-11,7.562366876210349e-11,0.0,0.0,0.15624282987746987,6.8431870685964515,6.588937709536647e-10
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns2122698,TERMINATION_REASON_OPTIMAL,7000,19.157289951,7392.0,62787.37364373574,62775.01854909172,9.839726713532704e-5,0.0006378539141111265,0.00021599631433133482,0.0,0.0,8.976636234732572e-6,1.6615101102410372e-5,0.0,0.0,2.9999553944919275,15.477717485094878,1620.0051092428062
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns2124243,TERMINATION_REASON_OPTIMAL,7360,24.352260492,7770.0,53971.79338456179,53971.46663474748,3.0270235235482716e-6,0.005652943908100974,0.0016019416753190185,0.0,0.0,8.24556548018132e-5,0.0001232262827168476,0.0,0.0,2.99998117984653,18.323020510507565,1806.230682693743
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,ns930473,TERMINATION_REASON_OPTIMAL,920,2.163965397,1007.0,0.0,-9.74145675663289e-6,9.741361861577565e-6,0.0010115257308572691,0.0002364341780776158,0.0,0.0,9.679781940783766e-11,2.364318137594782e-9,0.0,0.0,101245.07604908138,1.5499142279097012e6,2.414804469322461e-7
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,nsr8k,TERMINATION_REASON_OPTIMAL,0,0.374228101,24.0,4500.0,4500.0,0.0,4699.984787209422,2462.0,0.0,0.0,4.699986901733009e-7,2.4620011076542984e-7,0.0,0.0,0.0,0.0,0.0
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,nsrand-ipx,TERMINATION_REASON_OPTIMAL,5320,3.47429777,5625.0,48879.99437922991,48871.56149226184,8.626768776413986e-5,0.0024435067360745726,0.0018048530728016488,0.0,0.0,1.4989419809105911e-5,3.923593636525323e-5,0.0,0.0,0.32071140666536824,0.9340416668641819,214.568724478606
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,nursesched-medium-hint03,TERMINATION_REASON_OPTIMAL,12080,48.148815176,12725.0,33.467380611227256,33.46172058727296,8.332252089953653e-5,0.008051139671306592,0.004350200267683291,0.0,0.0,5.12184460747395e-5,0.00022895790882543636,0.0,0.0,1.000000000000004,15.61420732413221,8.000000343700258
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,nursesched-medium04,TERMINATION_REASON_OPTIMAL,2480,10.295596078,2645.0,232.9993983330044,232.96525104475668,7.312606702287009e-5,0.0009161755405887073,0.0002123288368127696,0.0,0.0,7.038695603835657e-6,1.248993157722174e-5,0.0,0.0,10.666811546491727,47.11830272273835,2.0000020367705504
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,nursesched-sprint-hidden09,TERMINATION_REASON_OPTIMAL,7800,10.618913943,8230.0,219.82226715462178,219.7948681150516,6.218332737653343e-5,0.008159183965833075,0.0024543210288767714,0.0,0.0,9.689716649413035e-5,0.00011687242994651292,0.0,0.0,6.847968935844455,13.689823287722325,10.773375477621673
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,nursesched-sprint-late03,TERMINATION_REASON_OPTIMAL,11560,15.632833628,12178.0,34.254888252741914,34.248094265521715,9.775101692094557e-5,0.0005947456002566331,0.00015006128704531108,0.0,0.0,6.510673387889508e-6,7.145775573586241e-6,0.0,0.0,1.9997522992286154,10.998825225491254,2.0818764501293447
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,nursesched-sprint02,TERMINATION_REASON_OPTIMAL,2880,3.80811152,3064.0,54.41772043121289,54.40803601704045,8.817980850424081e-5,0.001267028484233417,0.0003866747162968309,0.0,0.0,1.6755417830754758e-5,2.2745571546872408e-5,0.0,0.0,6.0693094245409105,14.893641570778964,2.0001441327956577
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,nw04,TERMINATION_REASON_OPTIMAL,31080,105.040094318,32676.0,16307.630182209163,16310.666229335879,9.307518741088789e-5,0.0003945425852683808,0.00023040282955277824,0.0,0.0,5.70471419708748e-5,0.00011520141477638912,0.0,0.0,1.0000000000000167,1.4924579466916839,26968.906509754663
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,opm2-z10-s4,TERMINATION_REASON_OPTIMAL,4120,32.621082168,4366.0,-46919.96712561958,-46929.29804975165,9.942352442618642e-5,342.34825489490623,339.61593990726396,0.0,0.0,5.645446190397295e-5,0.00015840288316435673,0.0,0.0,1.0000000000000322,15.063698706758279,425.7373185334928
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,opm2-z12-s8,TERMINATION_REASON_OPTIMAL,3520,61.081199619,3736.0,-85449.06291596135,-85464.22610130407,8.871806699083283e-5,1007.4946210707009,702.0801526978612,0.0,0.0,9.614554864875037e-5,0.00018950385960658987,0.0,0.0,1.0000000000000238,18.97755969048439,507.5215652210988
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,opm2-z8-s0,TERMINATION_REASON_OPTIMAL,3040,7.281852354,3231.0,-19393.602249484233,-19395.123819837227,3.922611751046307e-5,289.3900298954313,276.9141468568705,0.0,0.0,9.320596114896861e-5,0.0002522609376784894,0.0,0.0,1.0000000000000446,11.98167095336338,348.3579158681033
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,pb-fit2d,TERMINATION_REASON_OPTIMAL,12920,238.755641637,13609.0,-22374.13888270983,-22373.441008234062,1.5595455262931082e-5,9.335774820775693,6.946559434138933,0.0,0.0,2.8287435520325016e-5,0.0008478651817574677,0.0,0.0,1.0000000000000009,161.87978182569924,1.1047503942823231
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,pb-grow22,TERMINATION_REASON_OPTIMAL,880,1.307078468,965.0,-449675.89064075454,-449717.36860750534,4.611766900254161e-5,112.28095130470828,48.49807800476265,0.0,0.0,1.731865749813809e-5,0.0001888686824028267,0.0,0.0,21.310363864650228,166.647912888106,0.0625945113622558
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,physiciansched3-3,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,581.2464609,100001.0,2.4304055810600882e6,1.634989181019102e6,0.1956553424540841,0.06219819835095187,0.03278769805372406,0.0,0.0,1.932246935031518e-6,2.850856278038784e-6,0.0,0.0,14231.488149171759,19336.75825245975,116685.0464044455
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,physiciansched3-4,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,393.930833926,100001.0,1.1252892062843698e6,1.0616690907086895e6,0.02909067199520092,0.052123052955674716,0.011657447887832406,0.0,0.0,7.081245759925728e-7,8.326153766039859e-7,0.0,0.0,8843.293602749625,23230.483779973107,44232.003324004254
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,physiciansched5-3,TERMINATION_REASON_OPTIMAL,12000,10.746640231,12640.0,5179.791827845662,5178.849845959279,9.092803747878938e-5,0.0007937120367730436,0.0006355050395132622,0.0,0.0,4.64321114140652e-8,1.764801553771903e-7,0.0,0.0,400.0539790022122,617.8641819569592,751.975962144514
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,physiciansched6-1,TERMINATION_REASON_OPTIMAL,480,1.854837687,545.0,7500.0,7498.546238257181,9.692038143865589e-5,0.012260379970446607,0.00406792645577525,0.0,0.0,1.284088520890597e-6,1.0144455001933293e-5,0.0,0.0,300.00000000000017,312.7793850972164,11.885201277857435
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,physiciansched6-2,TERMINATION_REASON_OPTIMAL,1440,2.995578431,1553.0,43013.693759587295,43005.43980311309,9.595377421946682e-5,0.0035201207608155107,0.0008661620604240028,0.0,0.0,6.753879544632803e-7,1.4412014316539148e-6,0.0,0.0,300.0000000000002,674.9641334394116,1002.0010236641842
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,piperout-d20,TERMINATION_REASON_OPTIMAL,7640,8.887085077,8062.0,25472.611416340573,25474.8204155025,4.335754963409927e-5,0.01268610684555329,0.009299972089056918,0.0,0.0,3.5257567057203394e-6,8.916560008683527e-6,0.0,0.0,301.99999999999847,1129.7387265681703,2173.768764824601
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,piperout-d27,TERMINATION_REASON_OPTIMAL,24160,31.541845271,25408.0,7082.25978071146,7081.036663307721,8.635214665076104e-5,0.004827510913896167,0.003732918680405665,0.0,0.0,1.2319655934293905e-6,3.405947701100059e-6,0.0,0.0,335.00000000000017,1373.049417079352,502.4337221541758
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,proteindesign121hz512p9,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,966.527259181,100003.0,1504.171376541241,683.210914367278,0.37514490296534836,0.0024322314421082775,0.0012395027778526818,0.0,0.0,6.17942100458172e-8,3.1491432364143335e-8,0.0,0.0,33.992739604798565,174.75920044299414,969.6625091915498
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,proteindesign121pgb11p9,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,806.847569739,100003.0,1056.036371918586,1124.724361260901,0.031482824077696155,2.315293297614933,1.9353908224832708,0.0,0.0,5.936917960970639e-5,4.96279507278135e-5,0.0,0.0,39.71068726418116,168.82635941833354,961.1980825184995
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,proteindesign122trx11p8,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,734.122519972,100003.0,1765.640617125643,1204.2399217496309,0.1889677784178253,0.0033619795829385635,0.002962080479503746,0.0,0.0,1.3579716270274847e-7,1.1964618005023816e-7,0.0,0.0,45.999999999485055,217.72158996959914,973.5568417819402
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,radiationm40-10-02,TERMINATION_REASON_OPTIMAL,1960,4.042311702,2099.0,155312.75184690394,155302.61086055142,3.264794637386714e-5,1.658361050949647e-5,3.411061982205865e-6,0.0,0.0,6.926461448300848e-8,3.1009654383689683e-7,0.0,0.0,2.464816908485351,15.583749043547588,16011.174738454736
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,rail01,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,570.057259376,100002.0,-92.07613603552832,-92.2579723753206,0.0009811272266688693,0.0007384211294185614,0.00031385271512167356,0.0,0.0,1.9831189736779203e-5,4.483610216023908e-5,0.0,0.0,1.0000000000000442,28.554812235551836,10.63604537869115
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,rail02,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,1272.691266399,100003.0,-206.47747324651152,-207.57418041640204,0.002642338996151111,0.0003820870588863451,0.00013759150557390853,0.0,0.0,7.471421963219174e-6,6.879575278695427e-5,0.0,0.0,0.9999957567038197,28.391267888370688,73.31089317542327
"1e-4,fixed,miplib_stepsize_100k",1e-4,fixed,miplib_stepsize_100k,rail507,TERMINATION_REASON_OPTIMAL,7840,54.058880388,8274.0,172.13074899787912,172.0964525181612,9.934466220311491e-5,0.01509143288343061,0.0055971655662303554,0.0,0.0,1.631325303302652e-6,6.050335710982981e-7,0.0,0.0,1.0000000000000215,6.158410761203754,2.000000000001355
