experiment_label,tolerance,enhancements,experiment_name,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"1e-4,vanilla,mittelmann_improvements_100k",1e-4,vanilla,mittelmann_improvements_100k,16_n14,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,2240.468389924,100003.0,7.829474710171495e10,1.5564582054798767e11,0.3306441213811443,9605.664927028602,128.0,0.0,0.0,0.010692895167872344,0.00020150816265487005,0.0,0.0,168979.47795859177,2.4879306762518883e6,234200.1050829074
"1e-4,vanilla,mittelmann_improvements_100k",1e-4,vanilla,mittelmann_improvements_100k,L1_sixm250obs,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,8089.977304604,100004.0,6874.880450501423,-1.675226410036424e6,0.999999405505833,1.946235088753817e-5,5.181966571399244e-7,0.0,0.0,1.946235088753817e-5,5.181966571399244e-7,0.0,0.0,1257.8384678772338,22106.16546070908,0.007695439134212089
"1e-4,vanilla,mittelmann_improvements_100k",1e-4,vanilla,mittelmann_improvements_100k,Linf_520c,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,494.680393846,100002.0,29.26829075986909,-7.754372991136706e8,0.9999999987104051,17.467835416043783,0.7415029696937978,0.05805163887668999,0.04374204526136338,17.467835416043783,0.7415029696937978,0.02404577614071022,0.02187102263068169,560.7636013031533,16769.749593729666,2.1130448085270164
"1e-4,vanilla,mittelmann_improvements_100k",1e-4,vanilla,mittelmann_improvements_100k,buildingenergy,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,1456.377368094,100003.0,111309.49594732522,-348504.68644309597,0.9999978252131763,446.2471050744461,10.743902874822814,473.37923342926854,8.495000569011443,0.06831932781003912,0.05702678263290966,0.06371392250422842,0.0012869263095002944,53.76209797170201,4342.396258264251,22.83742281893904
"1e-4,vanilla,mittelmann_improvements_100k",1e-4,vanilla,mittelmann_improvements_100k,chrom1024-7,TERMINATION_REASON_OPTIMAL,85520,444.071491345,89838.0,3.0000053936218514,2.999828892509817,2.52150415023334e-5,0.00024400101237097882,1.830860620000152e-6,0.0,0.0,1.784144128372945e-6,9.15430310000076e-7,0.0,0.0,0.750001348405463,67.89710281734503,0.031269044794678666
"1e-4,vanilla,mittelmann_improvements_100k",1e-4,vanilla,mittelmann_improvements_100k,cont11,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,811.805760169,100003.0,15.998986456957333,34.25853889429635,0.3562316423239581,0.04799764817820809,0.00045446280184019373,0.007753388016897123,0.00023679138213976653,0.008852682520084316,0.00044705839713760217,3.857454952175952e-5,0.00011839569106988326,4.498632786986352,881.2648932604818,3.9876148698822593
"1e-4,vanilla,mittelmann_improvements_100k",1e-4,vanilla,mittelmann_improvements_100k,cont1,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,622.044323491,100002.0,0.01655025497520928,-9.091884033745588,0.9010727110215455,0.08890533910681292,0.001041265548888668,0.023167286369482343,0.00033677997976771715,0.016397693873059147,0.00102430057068667,0.011583643184741171,0.00016838998988385857,0.05181760354247826,5.734766520903451,0.15656729934804928
"1e-4,vanilla,mittelmann_improvements_100k",1e-4,vanilla,mittelmann_improvements_100k,datt256,TERMINATION_REASON_OPTIMAL,33440,799.028299805,35155.0,255.99811181552428,255.95205115164774,8.979559263634217e-5,0.0018303330898944994,0.0006567002097839225,0.0,0.0,7.739414507892287e-5,0.00032835010489196126,0.0,0.0,1.0,1.8709609899719613,1.1162545568962465
"1e-4,vanilla,mittelmann_improvements_100k",1e-4,vanilla,mittelmann_improvements_100k,degme,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,9503.072639256,100004.0,-3.947615716986536e6,-3.0657987558591804e6,0.1257328850032544,6.184427904553347,0.12253146916806656,127.14654998686832,1.9664336509107798,7.58344967541311e-7,1.5025990407886775e-8,0.11933081593284198,0.5618381859745085,113.49817306532509,11444.717358022963,1.4198293791712477
"1e-4,vanilla,mittelmann_improvements_100k",1e-4,vanilla,mittelmann_improvements_100k,ds-big,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,2902.065437123,100003.0,58.36899730130558,58.85612053445843,0.0041203023694977,0.059268041674525936,0.011403741859719374,0.0,0.0,0.0017808893491135676,0.005701870929859687,0.0,0.0,0.5105892811954416,1.9216929965557852,1.901788820619668
