experiment_label,tolerance,primal weight,experiment_name,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,stockholm,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,94840,134.846065357,100030.5,0.06770721192107951,0.22434842673612293,0.1212341095293979,126.48965988441219,20.894647874235062,2.5599282801494292e-11,9.990197533300621e-12,0.04901750829512191,0.10549655596402636,2.4830732519595705e-11,9.980217315984637e-12,222.76965204037262,4571.282473273171,0.00013249081080164092
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,stp3d,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,1582.189874132,100036.5,178.44272511269835,234.10895966352362,0.13460526604056025,1.8013919556427471,0.35596644914314135,0.0,0.0,0.03821277855101551,0.17798322457157068,0.0,0.0,0.9661709059273205,9.941677532398879,3.9242043763702377
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,supportcase10,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,729.761239563,100008.5,0.0,0.08180883381547101,0.07562226454274407,5.7395376890149326,0.23122810659393356,0.0,0.0,0.020895463922381063,0.11561405329696678,0.0,0.0,1.0000000000000007,38.86107889685213,0.0005413857057712944
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,supportcase12,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,470.904930801,100024.5,-8966.141002308643,-7898.053417316433,0.06333087887497675,106.0090414363913,11.151807019203432,0.0,0.0,0.0005300405937010907,5.5758756302235645e-5,0.0,0.0,38.576450221167974,284.8775714489333,1.0000000202430246
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,supportcase19,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95160,9039.41457945,100035.5,889527.1234547656,2.7213718254587897e6,0.5073097366087886,14.294372275800447,3.0,0.0,0.0,0.46925505500320924,0.75,0.0,0.0,1.8652508461108366,8.123905017662794,36841.83471730415
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,supportcase23,TERMINATION_REASON_OPTIMAL,6320,16.047418366,6750.5,-12952.0,-12952.000000000151,5.8280687316852036e-15,8.052597934468611e-6,8.052597934238293e-6,0.0,0.0,1.6548943378388686e-9,8.128216889942908e-8,0.0,0.0,12952.0,13558.83178031124,6.0045127172610625e-6
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,supportcase2,TERMINATION_REASON_OPTIMAL,200,31.76286836,238.5,0.0,-1.4468150527462142e-12,1.4468150527441209e-12,1.1610268332599618e-6,4.630092158008914e-7,0.0,0.0,7.182387426311531e-11,1.5965835027616943e-8,0.0,0.0,0.9999999999999999,7.6530353504877615,4.00838073695219e-6
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,supportcase33,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,133.515287949,100000.5,-1039.9993079561536,-1039.0369024981776,0.0004626868768625109,8.47777983067791,1.0000000000000053,0.0,0.0,8.801405227818321e-8,9.99487263034069e-7,0.0,0.0,475.64346225661615,2749.318712201765,34.98845157171261
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,supportcase34,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,92.490765685,100023.5,-1082.3188841154604,-848.0354797951869,0.12130523983485425,218.94014339331716,90.0,0.0,0.0,0.00016591576211227413,0.0011764552097358204,0.0,0.0,174.47906937842433,610.9900001467951,2.6220603287839515
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,supportcase37,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,94360,204.352458252,100029.5,-12256.150258740283,-11299.408824001908,0.040614651374924045,7.3052275435476925,3.8063532406788214,0.0,0.0,0.04595031490762033,0.38063532406788214,0.0,0.0,1.50719163163074,29.710197589744613,58.43846806558609
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,supportcase39,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,94000,158.310092398,100029.5,-1.2000683966480605e6,-1.1666155626270277e6,0.014134891038171525,150.52118015866571,29.75493799775373,0.0,0.0,0.03522956737364192,0.6919753022733425,0.0,0.0,255.00000000000094,4139.183305137303,53.755594373320086
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,supportcase40,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95160,84.477343416,100020.5,21352.399019632307,22400.18500235225,0.023947432105069815,5.895906699251423,4.866995914730538,0.0,0.0,0.029263433088851192,0.04818807836366869,0.0,0.0,0.5139352328291468,17.419399163335463,100.25251558050512
"1e-8,Fixed 1e-4,miplib_primalweight_100k",1e-8,Fixed 1e-4,miplib_primalweight_100k,supportcase41,TERMINATION_REASON_OPTIMAL,1840,4.887006706,2019.5,27.999999999999986,27.99999992225274,1.3639867577614605e-9,2.6467120807538744e-14,1.4210854715202004e-14,0.0,0.0,1.7178719042947974e-17,2.1210230918211945e-16,0.0,0.0,27.999999999999986,138.00160915120358,1.995155853721677e-5
