experiment_label,tolerance,restarts,experiment_name,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,bab2,TERMINATION_REASON_OPTIMAL,14280,154.179279895,15106.5,-432223.6445806514,-432255.3974761321,3.673062874316354e-5,0.012228174412134123,0.006768943275211825,0.0,0.0,9.994361518621522e-5,0.0007521048083568695,0.0,0.0,45.11352999999994,355.65627124542556,5742.756180742688
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,bab3,TERMINATION_REASON_OPTIMAL,25200,639.679737975,26567.5,-733173.9457400903,-733182.2140153137,5.638650289471315e-6,0.01216562931103618,0.00844755569584521,0.0,0.0,9.94726263551788e-5,0.0009386172995383567,0.0,0.0,45.11352999999996,352.2391089680932,6826.987059958004
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,bab5,TERMINATION_REASON_OPTIMAL,8800,12.386653931,9276.5,-124654.40671436235,-124660.28830191804,2.3590923769585118e-5,0.0032716637944227873,0.0016385614289688988,0.0,0.0,9.740474375593118e-5,0.0002340802041384141,0.0,0.0,45.09999999999996,184.1579666195129,5049.978697863417
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,bab6,TERMINATION_REASON_OPTIMAL,11880,86.392148363,12525.5,-321681.90519709495,-321745.6954212631,9.914110766424418e-5,0.00971840357529332,0.00318655576119653,0.0,0.0,7.178410635789693e-5,0.0004552222515995043,0.0,0.0,45.11352999999989,317.76087601231194,4837.80370871569
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,blp-ar98,TERMINATION_REASON_OPTIMAL,4480,4.89339897,4798.5,5891.157021259181,5890.7494659107215,3.458869413108838e-5,0.010734333031737483,0.006103383286712116,0.0,0.0,9.311148868202937e-5,0.00018495100868824594,0.0,0.0,8.000000000000021,32.389187659097445,74.08977874939816
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,blp-ic97,TERMINATION_REASON_OPTIMAL,4640,2.786011086,4973.5,3846.3829236382494,3845.691429567988,8.988527063606874e-5,0.008355303116396456,0.004391777688532272,0.0,0.0,8.965355715276537e-5,0.00010711652898859201,0.0,0.0,3.297927571097069,13.715610909790556,45.72642472372977
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,blp-ic98,TERMINATION_REASON_OPTIMAL,5600,5.521242131,6000.5,4331.203833318725,4330.8073830537705,4.5763563621494456e-5,0.00934575025895858,0.0062498725239290565,0.0,0.0,9.57838850732105e-5,0.00018939007648269867,0.0,0.0,6.087177658469196,18.801070256768348,44.04604203101608
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,bppc6-02,TERMINATION_REASON_OPTIMAL,51280,41.436345392,53894.5,108.33823303940045,108.32274969304181,7.113514863464732e-5,0.0005387007822974261,3.8121965293611004e-5,0.0,0.0,9.844433448427863e-5,1.9060982646805502e-5,0.0,0.0,108.33823303940045,108.34621980086203,19.43698731071433
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,bppc6-06,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95080,66.85290931,100012.5,200.62352760331788,200.4632452703888,0.00039862622633306445,0.0033352696085981403,0.00026218918225362486,0.0,0.0,0.0006095005014542619,0.00013109459112681243,0.0,0.0,200.62352760331788,200.62619118740312,31.01453245908731
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,brazil3,TERMINATION_REASON_OPTIMAL,11160,8.54987921,11739.5,1.999447870032526,1.999293591737306,3.0863427604704364e-5,0.00012042007884652534,2.5367769515893812e-5,0.0,0.0,1.5317808234768811e-6,1.5854855947433633e-6,0.0,0.0,1.0000000000000018,15.178372207333592,8.689837014735268
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,buildingenergy,TERMINATION_REASON_OPTIMAL,10760,204.857802274,11502.5,33235.517253148675,33241.429773654294,8.893957725913289e-5,0.5884107772455628,0.2652870831760197,0.4512423786950754,0.4465654750079011,9.008423537466797e-5,0.0014080980630464788,6.093348166600021e-5,6.76511854276475e-5,176.10597269355765,6715.768567480321,74.94065187705394
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,cdc7-4-3-2,TERMINATION_REASON_OPTIMAL,80,0.826308994,106.5,-380.99999729805785,-381.0000026448557,7.007598791267338e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064287363636,3.5057556113234605,0.14285714384884
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,chromaticindex1024-7,TERMINATION_REASON_OPTIMAL,160,1.510435432,190.5,2.999696721072574,2.9992714081385747,6.076794838141272e-5,0.012647767455333463,5.4275407918302765e-5,0.0,0.0,9.248092794037738e-5,2.7137703959151382e-5,0.0,0.0,0.7499241802681628,67.89502774886292,0.0001732273820844114
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,chromaticindex512-7,TERMINATION_REASON_OPTIMAL,200,0.978035263,232.5,3.0000085181704073,2.9999816604515406,3.836822364223229e-6,0.00023501482436132337,2.5327200909863734e-6,0.0,0.0,2.4229633433445066e-6,1.2663600454931867e-6,0.0,0.0,0.7500021295426148,48.02094639207107,0.00034630098571247536
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,ci-s4,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,11.223524537,100026.5,5.06910534150137,3.8950362867796713,0.11782942259565639,0.05046407115342536,0.04795403221134675,0.0,0.0,1.9807994504082157e-8,5.328219881016438e-8,0.0,0.0,1.2292690510960966e6,8.083685527271106e6,2.33128802012091
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,circ10-3,TERMINATION_REASON_OPTIMAL,320,1.083509848,375.5,139.72103150221645,139.69496104495857,9.297065057189013e-5,0.04589388677128857,0.012394256910467139,0.0,0.0,1.5611630019077937e-5,0.00037558354274142843,0.0,0.0,0.9999999999999996,11.496086760637922,1.2795651888235537
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,cmflsp40-24-10-7,TERMINATION_REASON_OPTIMAL,9480,8.00182556,10001.5,5.0404640372490674e7,5.04069104096178e7,2.2517629051367878e-5,0.5701492048237533,0.4037654173929468,0.0,0.0,9.908411648180139e-5,0.00033806289395315177,0.0,0.0,1.0000000000000027,13.925628018268887,788993.5084540506
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,cmflsp40-36-2-10,TERMINATION_REASON_OPTIMAL,2840,6.437967021,3057.5,6.174002297298603e7,6.172800774437389e7,9.731449060146028e-5,0.33049775848469026,0.20786472194822636,0.0,0.0,4.330254364741198e-5,0.00016178005537430254,0.0,0.0,1.0000000000000004,12.924599204222092,530271.9052157659
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,cmflsp50-24-8-8,TERMINATION_REASON_OPTIMAL,4360,4.53560397,4668.5,5.46320910749947e7,5.463126926508764e7,7.521367611037582e-6,0.8156411263574024,0.6779516129105332,0.0,0.0,9.813417578791358e-5,0.00039342595920991943,0.0,0.0,1.0000000000000044,15.053691872845162,717891.1299673641
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,cmflsp60-36-2-6,TERMINATION_REASON_OPTIMAL,2480,8.900607002,2692.5,7.011303821260625e7,7.009925470488666e7,9.830455899753043e-5,0.12437454262379591,0.12385704465600611,0.0,0.0,1.1506394944838275e-5,6.822801494816735e-5,0.0,0.0,1.0000000000000002,15.08701266092524,271832.09395231784
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,co-100,TERMINATION_REASON_OPTIMAL,6400,3.355921038,6834.5,916970.905658683,916793.8439872656,9.655631939446205e-5,0.39792300857642027,0.3968258616801563,0.0,0.0,5.705550057423123e-5,0.00013894462943983064,0.0,0.0,1.0000000000000029,4.977847865338581,837300.0664871787
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,core2536-691,TERMINATION_REASON_OPTIMAL,1840,4.047906508,1985.5,688.4800282157554,688.3450874136017,9.79375398393917e-5,0.0038706008266054964,0.0009642926359030302,0.0,0.0,4.181660792639506e-7,1.0418027613472668e-7,0.0,0.0,1.000000000000001,11.50103534964132,1.9999955034809063
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,core2586-950,TERMINATION_REASON_OPTIMAL,1400,2.533456343,1513.5,935.9234094325582,935.7637360043797,8.526433716788945e-5,0.01507420525779113,0.0067965409021713,0.0,0.0,1.6338599435415507e-6,7.366725452169195e-7,0.0,0.0,1.0000000000000004,14.486999987411364,1.9999999999999998
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,core4284-1064,TERMINATION_REASON_OPTIMAL,1480,4.962830366,1613.5,1054.062633700244,1053.8602370876574,9.597155751411501e-5,0.013109607072479051,0.004257457177138879,0.0,0.0,1.4170674887391107e-6,4.6021588770282986e-7,0.0,0.0,1.0000000000000002,16.21673912724411,2.0000000000000004
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,core4872-1529,TERMINATION_REASON_OPTIMAL,1200,4.180624154,1317.5,1509.6512214824527,1509.3676602832502,9.389384977510687e-5,0.031602526621006974,0.019436434281477566,0.0,0.0,3.4297461892432722e-6,2.109445873830862e-6,0.0,0.0,1.0,20.15183678984395,2.0
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,cryptanalysiskb128n5obj16,TERMINATION_REASON_OPTIMAL,1200,4.335147614,1300.5,0.0,-9.350013383016223e-5,9.349139237246342e-5,1.1638634693268809e-5,1.1548156274798771e-5,0.0,0.0,1.88768539975676e-8,6.793033102822807e-7,0.0,0.0,1.5314577068293211,116.40842787981204,5.292582422993592e-6
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,d20200,TERMINATION_REASON_OPTIMAL,7840,5.253970188,8378.5,12230.511577701722,12228.068362559521,9.988786185894523e-5,0.43623233543122925,0.17021100236843267,0.0,0.0,8.417687255141278e-5,0.00015334324537696637,0.0,0.0,1.0000000000000029,12.648057098439331,108.01443823760691
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,datt256,TERMINATION_REASON_OPTIMAL,7560,93.663255031,7960.5,255.99999896450018,255.95136130296336,9.481924662692213e-5,0.0001052408033517397,8.830753025446114e-5,0.0,0.0,4.437613014640661e-6,2.9435843418153713e-5,0.0,0.0,0.2826745154506601,1.4766099753222657,16.530233567526096
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,dc1c,TERMINATION_REASON_OPTIMAL,0,0.178715464,2.5,20049.76,20049.76,0.0,695.2366503572722,519.0,0.0,0.0,6.952380859377081e-8,5.190010716728569e-8,0.0,0.0,0.0,0.0,0.0
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,dc1l,TERMINATION_REASON_OPTIMAL,12960,50.391847203,13947.5,1.7438812392711863e6,1.744128499507671e6,7.088861101708138e-5,0.004921991382320652,0.0047493938758331085,0.0,0.0,2.0267183263734333e-6,2.582595908555252e-6,0.0,0.0,0.9999936620326195,8.012084524275497,9.999465128770165e6
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,dolom1,TERMINATION_REASON_OPTIMAL,0,0.225767952,2.5,0.0,0.0,0.0,3725.130064843374,3725.0,0.0,0.0,3.7251300644704164e-7,3.7249999996275e-7,0.0,0.0,0.0,0.0,0.0
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,ds-big,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,93320,3175.300110723,100002.5,86.75664815261553,86.65923330049264,0.0005585205390202457,0.0003012213127345911,9.094321016767104e-5,0.0,0.0,9.063779167690943e-6,4.547160508383552e-5,0.0,0.0,0.4940081455926022,1.7717826913569334,228.80264942121613
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,ds,TERMINATION_REASON_OPTIMAL,20600,195.53324444,22115.5,57.231031480150705,57.219801128505296,9.727389046622679e-5,0.000947579918783758,0.0003416429975429125,0.0,0.0,3.565893237167988e-5,0.00017082149877145625,0.0,0.0,0.49680630433120054,2.06509566607168,23.65591903888912
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,dws008-03,TERMINATION_REASON_OPTIMAL,200,0.736908638,231.5,584.4999024768711,584.4972239183487,2.2893718812802277e-6,5.020658635347872e-7,2.1282450884951842e-7,0.0,0.0,2.1445389793022262e-11,1.1817018814520734e-10,0.0,0.0,22.0,118.72044017411173,95.0000107795138
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,dws012-01,TERMINATION_REASON_OPTIMAL,200,0.681885672,233.5,1469.6004612360102,1469.595856458854,1.566146154402484e-6,4.256999711479526e-6,2.100187368014872e-6,0.0,0.0,2.0394794619183305e-10,1.1661229139449594e-9,0.0,0.0,22.000000000000004,105.939294010392,154.99999250571796
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,dws012-02,TERMINATION_REASON_OPTIMAL,200,1.345938155,230.5,1469.5985236164906,1469.5681777971745,1.0321122030789138e-5,5.488942070712489e-6,3.1441508812068975e-6,0.0,0.0,1.8603355532209552e-10,1.7457806114419197e-9,0.0,0.0,21.99999999999999,141.70209874489046,154.99999871541138
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,dws012-03,TERMINATION_REASON_OPTIMAL,200,1.601011352,231.5,1469.5987143482496,1469.4570616671992,4.8180269981926094e-5,3.7207656682680398e-6,1.096937651823282e-6,0.0,0.0,1.029992284767561e-10,6.090714335498512e-10,0.0,0.0,22.000000000000004,155.5009737940994,155.00028455036767
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,eilA101-2,TERMINATION_REASON_OPTIMAL,5160,50.42374797,5632.5,803.3346790654887,803.2883105352032,2.8842913161486977e-5,0.0009103020181413163,0.00041590457392537417,0.0,0.0,8.275472892193785e-5,0.00020795228696268708,0.0,0.0,0.4493107405983886,1.1841177682166517,80.16998499754
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,eilC76-2,TERMINATION_REASON_OPTIMAL,3000,11.023517526,3285.5,725.7998234450879,725.7238506990765,5.230396403430735e-5,0.0008393668477869054,0.00036026794488330793,0.0,0.0,8.688869304043724e-5,0.00018013397244165397,0.0,0.0,0.5002209875855472,1.372580329740523,76.53495689016198
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,eva1aprime6x6opt,TERMINATION_REASON_OPTIMAL,2680,3.933256694,2904.5,-495.6083344484194,-495.56791127112217,4.074193216337122e-5,0.015748734226114884,0.00825343733429662,0.0834555090279078,0.03364649676654505,7.073694424743928e-6,0.00017540600738799857,8.337213689101678e-5,3.3612883882662383e-5,0.4956083344484194,2.5699478352597054,8.818803977333042
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,ex1010-pi,TERMINATION_REASON_OPTIMAL,1160,3.679845384,1281.5,220.67017594653626,220.62816883190465,9.497461414344338e-5,0.0023547134374477447,0.0003980722063445796,0.0,0.0,5.989429215459728e-5,0.0001990361031722898,0.0,0.0,0.9999933159780139,8.552563495646531,0.9413311647884516
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,ex10,TERMINATION_REASON_OPTIMAL,360,4.265743279,406.5,99.99991061248477,99.99172970269986,4.070273655204181e-5,0.0004256451469324898,0.00033000229338231435,0.0,0.0,2.654757555075428e-5,8.250057334557859e-5,0.0,0.0,0.250082500573353,1.84738190462033,1.8287537848237339
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,ex9,TERMINATION_REASON_OPTIMAL,120,0.850750477,150.5,81.000113851301,80.98817542516797,7.324714055239662e-5,0.00019767831391092299,4.684201015958678e-5,0.0,0.0,1.3747625141993244e-5,1.5614003386528925e-5,0.0,0.0,0.30874807067821247,1.706229187849102,1.0212076926300637
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fast0507,TERMINATION_REASON_OPTIMAL,3600,23.993731307,3867.5,172.1460923049225,172.12172998607082,7.056064098304387e-5,0.0021782621780599355,0.0009847039558347204,0.0,0.0,9.489478445978292e-5,0.0004923519779173602,0.0,0.0,1.0000000000000013,6.183068463660658,2.000000000000002
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fastxgemm-n3r21s3t6,TERMINATION_REASON_OPTIMAL,5160,49.367848867,5443.5,84.00000000000011,83.99999999519153,2.8453158304961985e-11,1.6456875173790147e-8,1.7429895027287756e-9,0.0,0.0,1.362608484399233e-10,2.0505758855632655e-11,0.0,0.0,0.1482287429564719,5.778541203052656,125.27573942540391
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fastxgemm-n3r22s4t6,TERMINATION_REASON_OPTIMAL,2600,32.106233169,2753.5,84.00014148744046,83.99978349986952,2.118270590730636e-6,8.214699344238823e-6,3.3671714769201166e-7,0.0,0.0,6.800257199445258e-8,3.961378208141314e-9,0.0,0.0,0.1415374348219869,5.645696661344067,257.2493170928573
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fastxgemm-n3r23s5t6,TERMINATION_REASON_OPTIMAL,2600,30.941419981,2751.5,84.00000277714093,83.99999979138265,1.766720852406093e-8,1.759161221044745e-7,3.37695642560476e-8,0.0,0.0,1.4559595130346236e-9,3.9728899124761887e-10,0.0,0.0,0.13526571127650477,5.521587234814802,226.12328338299085
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fhnw-binschedule0,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,94520,1866.894203024,100022.5,14063.047993606988,-514411.6711113307,0.9999981077654775,1.301121667716203,0.06968914534200099,0.0,0.0,0.00021116841391255472,0.0015149814204782825,0.0,0.0,14063.047993606988,14063.057500032546,185.22333736422286
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fhnw-binschedule1,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,94880,12604.808718225,100019.5,33169.59593763686,-2.932004631063571e6,0.9999996627518027,140.79589797719515,99.55770022710203,0.0,0.0,0.0009371199136989835,0.3352111118757644,0.0,0.0,33169.59593763686,33169.62997564056,191.87467360600127
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fhnw-binschedule2,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,93560,153.186785817,100013.5,1707.8058714186825,1087.592905380985,0.221789886043184,0.0018368813042873235,0.0003629841256258537,0.0,0.0,2.1399765645536817e-6,1.728495836313589e-5,0.0,0.0,1707.8058714186825,1707.8385451807126,46.36719689172549
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fhnw-schedule-paira200,TERMINATION_REASON_OPTIMAL,680,2.016739351,734.5,-73.82647920904051,-73.8327498125071,4.218105736092888e-5,0.0008288582564785571,3.237018001422953e-5,0.0,0.0,3.414390811521833e-7,1.6024884133717507e-7,0.0,0.0,3.243178534147817,156.67164335218146,0.002810839062903803
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fhnw-schedule-paira400,TERMINATION_REASON_OPTIMAL,680,8.321366905,737.5,-146.94107870765632,-146.94760887193576,2.2144505891488308e-5,0.0024313303435254956,5.812950751638013e-5,0.0,0.0,3.484314218101349e-7,1.4460080946032223e-7,0.0,0.0,3.0429460646348883,326.86605862774576,0.001350602099659483
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fhnw-schedule-pairb200,TERMINATION_REASON_OPTIMAL,87,0.935233698,116.5,-73.82647920904051,-73.82647920904067,1.051572760681824e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,103.59054010864119,0.002247574883445527
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fhnw-schedule-pairb400,TERMINATION_REASON_OPTIMAL,141,3.63859019,171.5,-146.94107861115646,-146.94107861115978,1.1276843721847312e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215.31372459738836,0.0010442106828670553
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,fiball,TERMINATION_REASON_OPTIMAL,5880,10.652985974,6288.5,137.05689305714313,137.05894593479627,7.461866465646318e-6,0.18711390062105365,0.03989683006523137,0.0,0.0,5.6716482365998765e-5,2.4386815443295458e-5,0.0,0.0,137.05689305714313,148.96986409653746,0.5275146856958762
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,genus-sym-g62-2,TERMINATION_REASON_OPTIMAL,200,1.08507029,232.5,-54.000000000000014,-54.0001812617359,1.6629489399383126e-6,0.00010078572209169913,7.93979889612828e-6,0.0,0.0,3.9193008462347986e-7,3.96989944806414e-6,0.0,0.0,1.0000000000000002,10.005312275299474,4.265168788901279e-7
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,ger50-17-trans-dfn-3t,TERMINATION_REASON_OPTIMAL,86240,117.409426748,90590.5,3453.8627838691464,3453.173027777731,9.984836648536558e-5,3.1644598348157844,0.773069751323064,1.379505691709485e-7,7.331849083413999e-8,2.1599100568800095e-6,6.531876154999045e-7,3.347940924625486e-11,1.9187897357328294e-9,427235.0000034694,589997.1630129239,5.5286024080243825
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,ger50-17-trans-pop-3t,TERMINATION_REASON_OPTIMAL,83520,112.335634255,87717.5,3456.6491379458316,3455.9582697018404,9.992876413939378e-5,5.696687366902722,1.393741473511349,0.0015035905009097357,0.0012151424123914012,6.002680093826821e-6,2.83280211526267e-6,3.6490840176496723e-7,3.1801019931312645e-5,63188.999996481165,304500.92142459156,5.766586842823557
"1e-4,no restarts,miplib_restarts_100k",1e-4,no restarts,miplib_restarts_100k,germanrr,TERMINATION_REASON_OPTIMAL,5920,7.00306277,6352.5,4.598100739808489e7,4.597652066769421e7,4.8791332653859334e-5,0.0589289436377115,0.038807767918669356,0.0,0.0,8.688660523834388e-5,0.0002256265576666823,0.0,0.0,18.000000000000014,84.40374855225528,412085.85818926705
