experiment_label,tolerance,experiment_name,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"1e-4,miplib_pdhg_vanilla_1h",1e-4,miplib_pdhg_vanilla_1h,2club200v15p5scn,TERMINATION_REASON_OPTIMAL,4600,5.27422537,4866.0,-121.2575895550752,-121.25394700697612,1.495842106910551e-5,0.013112894393825725,0.0051663398878223354,0.0,0.0,9.976798422383601e-5,0.0025831699439111677,0.0,0.0,1.0,9.162762102822247,1.9983019122669474
"1e-4,miplib_pdhg_vanilla_1h",1e-4,miplib_pdhg_vanilla_1h,academictimetablebig,TERMINATION_REASON_OPTIMAL,233840,3488.876274081,245575.0,25.445372257434812,25.440189696703243,9.988444832013368e-5,0.00021207070283526237,1.971189302008014e-5,0.0,0.0,8.296644913856116e-8,1.971189302008014e-8,0.0,0.0,1.0,39.20609686832525,6.7525758904607605
"1e-4,miplib_pdhg_vanilla_1h",1e-4,miplib_pdhg_vanilla_1h,academictimetablesmall,TERMINATION_REASON_OPTIMAL,42200,90.68331785,44351.0,0.0,-9.205266503542475e-5,9.204419212223887e-5,2.116888244646079e-5,3.2766276922835402e-6,0.0,0.0,2.8445647206207423e-8,6.540175034498084e-9,0.0,0.0,1.0,15.947743500787038,3.1885500671338614
"1e-4,miplib_pdhg_vanilla_1h",1e-4,miplib_pdhg_vanilla_1h,adult-max5features,TERMINATION_REASON_OPTIMAL,235360,920.965177689,247169.0,0.08132754748534456,0.08121638781777968,9.561760565710914e-5,5.317451872374323e-5,2.523667473855462e-5,0.0,0.0,4.5046100060475085e-5,2.5211463275279344e-5,0.0,0.0,0.08135160456857778,0.10129181845266497,0.006666447527260839
"1e-4,miplib_pdhg_vanilla_1h",1e-4,miplib_pdhg_vanilla_1h,allcolor58,TERMINATION_REASON_OPTIMAL,6520,61.184275136,6888.0,41.89840238216209,41.89137099667198,8.292728250013185e-5,0.023796846802093145,0.0030747691483852257,0.004356534108883041,8.286960949558404e-5,8.93873163257469e-6,0.00025623076236543546,1.1587882993751238e-5,7.533600863234913e-6,0.49581251004004234,25.585669824580968,1.0005666351332203
"1e-4,miplib_pdhg_vanilla_1h",1e-4,miplib_pdhg_vanilla_1h,app1-2,TERMINATION_REASON_OPTIMAL,44000,99.255945296,46241.0,-264.7694547796648,-264.8095214307746,7.551496178006871e-5,0.011063074273781136,0.003942312960198535,0.0008925938075336063,0.0008925938075336063,9.41718840609012e-5,0.0019711564800992676,5.156668164559165e-5,0.00044629690376680315,1.0,21.454216965723525,1.1909758328600226
"1e-4,miplib_pdhg_vanilla_1h",1e-4,miplib_pdhg_vanilla_1h,brazil3,TERMINATION_REASON_OPTIMAL,25800,35.534163693,27131.0,1.9528542553649726,1.952721957978838,2.6968776017537244e-5,0.003734512530008193,0.00035022637894999153,0.0,0.0,4.4993931559434e-7,3.502263789499915e-7,0.0,0.0,1.9528542553649726,29.919379717423894,4.52217035182208
"1e-4,miplib_pdhg_vanilla_1h",1e-4,miplib_pdhg_vanilla_1h,cdc7-4-3-2,TERMINATION_REASON_OPTIMAL,120,0.716253595,166.0,-380.9999948937114,-381.000008242391,1.749499285296299e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806408379577,3.505755589200026,0.1428571427541258
"1e-4,miplib_pdhg_vanilla_1h",1e-4,miplib_pdhg_vanilla_1h,chromaticindex1024-7,TERMINATION_REASON_OPTIMAL,85520,422.367422459,89838.0,3.0000053936218514,2.999828892509817,2.52150415023334e-5,0.00024400101237097882,1.830860620000152e-6,0.0,0.0,1.784144128372945e-6,9.15430310000076e-7,0.0,0.0,0.750001348405463,67.89710281734503,0.031269044794678666
"1e-4,miplib_pdhg_vanilla_1h",1e-4,miplib_pdhg_vanilla_1h,chromaticindex512-7,TERMINATION_REASON_OPTIMAL,25080,55.024221673,26376.0,2.999887212655654,2.999533158551465,5.0583346250463346e-5,0.003606632827203425,4.2616138332007836e-5,0.0,0.0,3.7183778329580995e-5,2.1308069166003918e-5,0.0,0.0,0.7499718031639137,48.01902463871365,0.03167173725099007
