experiment_label,tolerance,enhancements,experiment_name,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"1e-4,vanilla,netlib_improvements_100k",1e-4,vanilla,netlib_improvements_100k,25fv47,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,12.304997985,100040.0,6306.210000110229,6559.524768281361,0.01968757207877048,1.3438901160784416,0.692210528478995,1.7631020547410525,1.0125893249350386,0.00028810981880935646,0.0003459322980904523,0.011209613265442704,0.010025636880544937,1417.1417358940198,2790.5106551565987,42.68415846236392
"1e-4,vanilla,netlib_improvements_100k",1e-4,vanilla,netlib_improvements_100k,80bau3b,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95200,76.672282519,100000.0,1.1678066061279443e6,-29848.544937310973,0.9999991650358084,5.881549675024874,3.8330621589586893,31.210816816106032,8.729128757414092,0.0006684132913451161,0.0007891310761816577,0.014019645762104613,0.08515392407973946,7925.0000000016735,16897.031943788144,628.4375909986903
"1e-4,vanilla,netlib_improvements_100k",1e-4,vanilla,netlib_improvements_100k,adlittle,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,1.390087343,100038.0,224854.50057653792,225389.96933649687,0.0011892818378880716,0.645672547164779,0.6170819460273975,0.28638039339068383,0.2844360805232427,0.00021201710072338254,0.0002607021318239956,2.697677162700254e-5,8.590639701698663e-5,313.1560042184785,531.4599006097367,3309.994707522847
"1e-4,vanilla,netlib_improvements_100k",1e-4,vanilla,netlib_improvements_100k,afiro,TERMINATION_REASON_OPTIMAL,20560,0.3308971,21623.0,-464.75314751739757,-464.81613661098834,6.76887735981646e-5,0.000193947268973264,0.0001344055398249111,0.00018924568243231253,0.00012326711432630866,2.31396617116198e-7,2.6827453058864494e-7,1.713786139919688e-5,1.1206101302391696e-5,499.99993642442763,860.6496409647525,0.9430244811037747
"1e-4,vanilla,netlib_improvements_100k",1e-4,vanilla,netlib_improvements_100k,agg2,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,3.653479657,100039.0,4.144138110436994e7,1.8432076232376993e8,0.6328757267136897,1031.0202062481205,938.8300698402454,709.8465483911897,254.28589583906114,0.00034139939168362297,0.0006705924280341552,0.8723613560620934,2.5156895116646334,214446.7247566232,376992.99336988106,39391.33929292959
"1e-4,vanilla,netlib_improvements_100k",1e-4,vanilla,netlib_improvements_100k,agg3,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,3.872519826,100039.0,7.011752378956641e7,2.694820812886135e8,0.5870576818429848,2938.289207699501,2259.799048614572,1168.74010487076,770.4274352848441,0.0009737969099640405,0.0016141410246239623,1.4363156446699203,7.621957214927227,214446.7247566327,402986.95009411307,12451.96259685328
"1e-4,vanilla,netlib_improvements_100k",1e-4,vanilla,netlib_improvements_100k,agg,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,2.767660792,100038.0,-2.1570900361204773e7,-8.051440194306582e7,0.5773945874086973,790.0494623042498,435.44598947188297,742.615469422562,400.0520274578145,6.720321286763061e-5,7.090341000132103e-5,1.147749068227104,3.9577762906392415,310050.51612641144,1.0151955466188658e6,653946.3787205796
"1e-4,vanilla,netlib_improvements_100k",1e-4,vanilla,netlib_improvements_100k,bandm,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,5.801936067,100039.0,30.620067930252365,-4425.275744844188,0.9997756285894919,8.791660294424503,4.1620989053967055,4.010022982058062,2.503759092532932,0.07176577897536048,0.06276066325974797,0.09372545617550465,0.2276144629575393,1420.512283604173,1561.293493990799,112.3488248203981
"1e-4,vanilla,netlib_improvements_100k",1e-4,vanilla,netlib_improvements_100k,beaconfd,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,3.56791602,100039.0,34327.1524350786,-8981.797299111353,0.9999769106173954,42.595671592061365,15.880647324233223,20.127144722323557,16.171844066674367,0.012528034634329166,0.008384713476363898,0.12464218662683003,0.14701676424249424,2511.3927306517,5063.249461432224,1721.773268827052
"1e-4,vanilla,netlib_improvements_100k",1e-4,vanilla,netlib_improvements_100k,blend,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,95240,1.2209806,100037.0,-30.819258409991424,-31.401413839275165,0.009208308114605579,0.010579796538816409,0.006270499656244155,0.00756072617506552,0.005685017657142133,0.00022636236346223508,0.00022952048522123554,0.0005800222127147209,0.0008938707008085114,87.14522468256499,101.53733325312024,5.889051556656632
