experiment_label,primal_objective,cumulative_kkt_matrix_passes,l2_primal_variable,tolerance,l_inf_dual_variable,instance_name,dual_objective,l2_primal_residual,solver,relative_optimality_gap,solve_time_sec,relative_l2_dual_residual,l_inf_primal_residual,l_inf_dual_residual,relative_l_inf_dual_residual,termination_reason,iteration_count,l_inf_primal_variable,relative_l2_primal_residual,l2_dual_residual,relative_l_inf_primal_residual
"pdhg defaults,1e-4",-121.22173825258042,866.5,9.228721228737404,1e-4,2.0280376247761613,2club200v15p5scn,-121.23926898469634,0.0005812037903952426,pdhg defaults,7.20063237840376e-5,0.919099645,0.0,0.0002099532926869152,0.0,0.0,TERMINATION_REASON_OPTIMAL,800,1.0,4.426156646330152e-6,0.0,0.0001049766463434576
"pdhg defaults,1e-4",27.08244894830443,100024.5,994.6301510554327,1e-4,95.7408412692695,30n20b8,-13.744724676652368,0.630232310972425,pdhg defaults,0.9760920972340494,79.778379251,0.0,0.3119504595892384,0.0,0.0,TERMINATION_REASON_KKT_MATRIX_PASS_LIMIT,94960,210.20490558957945,0.001345514776522791,0.0,0.0014442150906909185
"pdhg defaults,1e-4",25.444470116366375,1225.5,67.07574962208963,1e-4,331.2993346418442,academictimetablebig,25.440201268968792,0.00013453734218459577,pdhg defaults,8.227569499051488e-5,25.102375435,0.0,9.438502652403535e-5,0.0,0.0,TERMINATION_REASON_OPTIMAL,1120,29.755423371659617,2.0063444154303016e-7,0.0,2.696715043543867e-6
"pdhg defaults,1e-4",-1.7763568394002505e-15,1554.5,17.110406659162784,1e-4,24.17284010140336,academictimetablesmall,-7.66314794340417e-5,4.7151967763786054e-6,pdhg defaults,7.662560749860006e-5,4.014473526,0.0,1.2575985521845467e-6,0.0,0.0,TERMINATION_REASON_OPTIMAL,1440,11.468033372086328,2.2970495667909972e-8,0.0,4.657772415498321e-8
"pdhg defaults,1e-4",0.08131608405415269,25896.5,0.00652088079278906,1e-4,0.006666620957279435,adult-max5features,0.08120409757085749,2.1117291037831909e-7,pdhg defaults,9.63307863943191e-5,158.685158707,0.0,1.177982243258293e-7,0.0,0.0,TERMINATION_REASON_OPTIMAL,24600,0.002320523812062231,3.517640162789846e-8,0.0,1.9633037387638216e-8
"pdhg defaults,1e-4",0.07768395991617263,2382.5,0.0013305520680749947,1e-4,30.354171802496243,adult-regularized,0.07763805685498495,4.157476921506133e-9,pdhg defaults,3.973183278889436e-5,15.31298957,0.0,1.269816630317111e-10,0.0,0.0,TERMINATION_REASON_OPTIMAL,2200,0.001000000040453049,3.521952354251561e-9,0.0,1.2685480822348762e-10
"pdhg defaults,1e-4",42.00010475554882,487.5,11.410023765581771,1e-4,10.000000384865922,allcolor58,41.99615232923929,5.656081952570636e-6,pdhg defaults,4.6501180700096997e-5,5.129782695,0.0,1.4884462462561032e-6,0.0,0.0,TERMINATION_REASON_OPTIMAL,440,0.4771070989404828,2.143103054792466e-9,0.0,1.240371871880086e-7
"pdhg defaults,1e-4",-264.60015239032566,5259.5,48.974807893772905,1e-4,1.3932911545308218,app1-2,-264.6329465188189,0.00020054840992955218,pdhg defaults,6.184851258952467e-5,15.899179571,0.0,8.249753975708707e-5,0.0,0.0,TERMINATION_REASON_OPTIMAL,4800,1.0,1.7243666125538392e-6,0.0,4.1248769878543534e-5
"pdhg defaults,1e-4",81.24572149082725,10532.5,105.3982046718568,1e-4,265.52565064772847,atlanta-ip,81.2294412578392,0.0020567314638010566,pdhg defaults,9.958841890301065e-5,22.516159137,0.0,0.001031995558872012,0.0,0.0,TERMINATION_REASON_OPTIMAL,9760,20.966855638301908,4.199911850105905e-6,0.0,4.099775778134483e-5
"pdhg defaults,1e-4",-286923.80795800145,1849.5,141.51666230859277,1e-4,5908.491742067614,bab1,-286932.7986183256,0.00888214554155035,pdhg defaults,1.5667057857449586e-5,1.68162922,0.0,0.004987942632482145,0.0,0.0,TERMINATION_REASON_OPTIMAL,1680,45.1,5.113351982892592e-5,0.0,0.000332529508832143
"pdhg defaults,1e-4",-432152.91322722984,15838.5,355.6442641916505,1e-4,5742.090829325514,bab2,-432238.85699462,0.0034553130302325797,pdhg defaults,9.942675407627239e-5,218.564307706,0.0,0.0005764971117572237,0.0,0.0,TERMINATION_REASON_OPTIMAL,14920,45.113529999999976,2.8241049252519638e-5,0.0,6.405523463969153e-5
"pdhg defaults,1e-4",-733088.1498055938,22009.5,352.21883282830566,1e-4,9224.66233753347,bab3,-733228.821615709,0.010101807828270748,pdhg defaults,9.593540613763918e-5,745.461383776,0.0,0.0029654427618091006,0.0,0.0,TERMINATION_REASON_OPTIMAL,20680,45.113529999999976,8.259772921913977e-5,0.0,0.00032949364020101117
"pdhg defaults,1e-4",-124645.93698256853,4117.5,184.1615119149238,1e-4,5049.946822804829,bab5,-124659.01323228482,0.0029988487299915803,pdhg defaults,5.245061220971631e-5,6.683468162,0.0,0.0014597070323851824,0.0,0.0,TERMINATION_REASON_OPTIMAL,3880,45.10000000000001,8.928242951050674e-5,0.0,0.00020852957605502605
"pdhg defaults,1e-4",-321749.6105473517,11486.5,317.77520161895114,1e-4,4836.828032656575,bab6,-321737.25055409025,0.01351648950607271,pdhg defaults,1.9207811069354844e-5,104.428191414,0.0,0.0027161112915992103,0.0,0.0,TERMINATION_REASON_OPTIMAL,10840,45.11352999999994,9.983832352424575e-5,0.0,0.0003880158987998872
"pdhg defaults,1e-4",5891.145124227192,4158.5,32.388962861858545,1e-4,106.62801395970824,blp-ar98,5890.600505579016,0.009360218448928476,pdhg defaults,4.6221709717561206e-5,5.740399149,0.0,0.005327711233947596,0.0,0.0,TERMINATION_REASON_OPTIMAL,3800,8.0,8.119217762220447e-5,0.0,0.00016144579496810897
