experiment_label,method,tolerance,experiment_name,instance_name,termination_reason,iteration_count,solve_time_sec,cumulative_kkt_matrix_passes,primal_objective,dual_objective,relative_optimality_gap,l2_primal_residual,l_inf_primal_residual,l2_dual_residual,l_inf_dual_residual,relative_l2_primal_residual,relative_l_inf_primal_residual,relative_l2_dual_residual,relative_l_inf_dual_residual,l_inf_primal_variable,l2_primal_variable,l_inf_dual_variable
"pdhg,tol 1e-4,mittelmann_pdhg_mp_1h",pdhg,tol 1e-4,mittelmann_pdhg_mp_1h,L1_sixm250obs,TERMINATION_REASON_OPTIMAL,10280,877.265023374,10901.5,4629.462794731617,4629.462749757865,4.856815698952298e-9,7.08160200596086e-5,2.263389978907071e-5,0.0,0.0,7.08160200596086e-5,2.263389978907071e-5,0.0,0.0,3533.9999749009685,111686.89174324767,0.0321185815201244
"pdhg,tol 1e-4,mittelmann_pdhg_mp_1h",pdhg,tol 1e-4,mittelmann_pdhg_mp_1h,buildingenergy,TERMINATION_REASON_OPTIMAL,30280,695.616387014,32441.5,33248.13034708836,33241.53259184075,9.922829696660691e-5,0.20161304910144084,0.12201602568049452,0.010712938376184564,0.006040669440171342,3.086645940592457e-5,0.0006476400108305928,1.446620851574188e-6,9.151142917999307e-7,174.83900939098268,6679.984598443358,77.26080781059835
"pdhg,tol 1e-4,mittelmann_pdhg_mp_1h",pdhg,tol 1e-4,mittelmann_pdhg_mp_1h,chrom1024-7,TERMINATION_REASON_OPTIMAL,240,3.289828726,277.5,3.0000021960615566,2.9998458223276643,2.2339589871310858e-5,1.0041578844083435e-5,2.3733882918985927e-6,0.0,0.0,7.342438361291122e-8,1.1866941459492963e-6,0.0,0.0,0.7500005491324366,67.89698361042011,0.00016547874553779425
"pdhg,tol 1e-4,mittelmann_pdhg_mp_1h",pdhg,tol 1e-4,mittelmann_pdhg_mp_1h,datt256,TERMINATION_REASON_OPTIMAL,640,13.026913487,694.5,256.0000019253107,255.96548382858938,6.729126555285294e-5,0.00012961994948742782,9.837077281774076e-5,0.0,0.0,5.465590878093257e-6,3.2790257605913586e-5,0.0,0.0,0.28839242384219255,1.5321256096885143,26.22300559703714
"pdhg,tol 1e-4,mittelmann_pdhg_mp_1h",pdhg,tol 1e-4,mittelmann_pdhg_mp_1h,ds-big,TERMINATION_REASON_OPTIMAL,27800,1043.39067343,29946.5,86.76916300271114,86.760208974835,5.130384516192077e-5,0.0028120492623785005,0.0005537681663223548,0.0,0.0,8.461484113285326e-5,0.0002768840831611774,0.0,0.0,0.5577116941878133,1.9213049490737975,233.5289647125585
"pdhg,tol 1e-4,mittelmann_pdhg_mp_1h",pdhg,tol 1e-4,mittelmann_pdhg_mp_1h,ex10,TERMINATION_REASON_OPTIMAL,200,3.43241128,233.5,100.00006185558794,99.99476405717905,2.6357884511858297e-5,7.222350484498127e-5,3.5732335698202e-5,0.0,0.0,4.504594884330994e-6,8.9330839245505e-6,0.0,0.0,0.2500081187532688,1.8743586917603006,2.711623580323267
"pdhg,tol 1e-4,mittelmann_pdhg_mp_1h",pdhg,tol 1e-4,mittelmann_pdhg_mp_1h,fome13,TERMINATION_REASON_DUAL_INFEASIBLE,1,0.434403975,5.5,-9.181831108392599e11,-1.3941169481613924e13,0.8764168081850312,3636.717127379638,364.77758981015876,9.204566696329793e8,5.960655938372272e7,0.9998417806403842,1.207872813940923,0.3181834123271873,0.9927139008190272,27.289964770496283,620.0477549853821,1.1292901532966429e8
"pdhg,tol 1e-4,mittelmann_pdhg_mp_1h",pdhg,tol 1e-4,mittelmann_pdhg_mp_1h,graph40-40,TERMINATION_REASON_OPTIMAL,80,10.39924087,106.5,-300.0,-300.00097788025664,1.6270859659672903e-6,0.00044795356611415584,0.0002789377678089622,0.0,0.0,7.643422738885461e-7,9.297925593632073e-5,0.0,0.0,1.0,17.35318220530677,0.004631786508091799
"pdhg,tol 1e-4,mittelmann_pdhg_mp_1h",pdhg,tol 1e-4,mittelmann_pdhg_mp_1h,irish-e,TERMINATION_REASON_OPTIMAL,7440,54.211509125,7905.5,2.3898024062185665e6,2.390148841635008e6,7.247675258617421e-5,2.719393837580893,0.5082144228697416,0.0,0.0,6.703340870390703e-5,0.00011285377897758124,0.0,0.0,445.0000000000001,9012.483274460954,109271.03251463985
"pdhg,tol 1e-4,mittelmann_pdhg_mp_1h",pdhg,tol 1e-4,mittelmann_pdhg_mp_1h,lo10,TERMINATION_REASON_OPTIMAL,560,35.896597132,608.5,1.4513551588507444e12,1.4510910173581008e12,9.100650851292734e-5,43.173547009406704,9.344834114526748,0.0,0.0,2.1925250709844748e-5,8.156369512814541e-5,0.0,0.0,57699.99999999996,1.2913710638763795e6,22567.857638646867
